field_name_adj,year,indicator,cost,indicator_name
Lost Hills,1999,m_opex_imputed,4.9590523125,OpEx
Lost Hills,1999,m_capex_imputed,5.0582080625,CapEx
Lost Hills,2000,m_opex_imputed,5.4401240625,OpEx
Lost Hills,2000,m_capex_imputed,5.2078601875,CapEx
Lost Hills,2001,m_opex_imputed,5.9822051875,OpEx
Lost Hills,2001,m_capex_imputed,5.777775875,CapEx
Lost Hills,2002,m_opex_imputed,6.3591859375,OpEx
Lost Hills,2002,m_capex_imputed,6.0962642375,CapEx
Lost Hills,2003,m_opex_imputed,7.3025056875,OpEx
Lost Hills,2003,m_capex_imputed,6.111659875,CapEx
Lost Hills,2004,m_opex_imputed,8.2129954375,OpEx
Lost Hills,2004,m_capex_imputed,6.5678689875,CapEx
Lost Hills,2005,m_opex_imputed,9.5125381875,OpEx
Lost Hills,2005,m_capex_imputed,7.83226725,CapEx
Lost Hills,2006,m_opex_imputed,11.3080116875,OpEx
Lost Hills,2006,m_capex_imputed,7.25424625,CapEx
Lost Hills,2007,m_opex_imputed,13.618996375,OpEx
Lost Hills,2007,m_capex_imputed,7.35499025,CapEx
Lost Hills,2008,m_opex_imputed,16.8813635,OpEx
Lost Hills,2008,m_capex_imputed,7.370899875,CapEx
Lost Hills,2009,m_opex_imputed,16.5742075,OpEx
Lost Hills,2009,m_capex_imputed,6.3635375,CapEx
Lost Hills,2010,m_opex_imputed,17.64745975,OpEx
Lost Hills,2010,m_capex_imputed,6.078009625,CapEx
Lost Hills,2011,m_opex_imputed,20.36491,OpEx
Lost Hills,2011,m_capex_imputed,6.9830309625,CapEx
Lost Hills,2012,m_opex_imputed,20.7327875,OpEx
Lost Hills,2012,m_capex_imputed,8.749530125,CapEx
Lost Hills,2013,m_opex_imputed,21.41323375,OpEx
Lost Hills,2013,m_capex_imputed,10.73095825,CapEx
Lost Hills,2014,m_opex_imputed,20.8959625,OpEx
Lost Hills,2014,m_capex_imputed,10.245312875,CapEx
Lost Hills,2015,m_opex_imputed,17.16156625,OpEx
Lost Hills,2015,m_capex_imputed,8.0438515,CapEx
Lost Hills,2016,m_opex_imputed,15.765260375,OpEx
Lost Hills,2016,m_capex_imputed,7.381061875,CapEx
Lost Hills,2017,m_opex_imputed,16.15088675,OpEx
Lost Hills,2017,m_capex_imputed,8.674148625,CapEx
Lost Hills,2018,m_opex_imputed,17.76805625,OpEx
Lost Hills,2018,m_capex_imputed,10.047924125,CapEx
Lost Hills,2019,m_opex_imputed,17.220539625,OpEx
Lost Hills,2019,m_capex_imputed,10.446752875,CapEx
Midway-Sunset,1977,m_opex_imputed,,OpEx
Midway-Sunset,1977,m_capex_imputed,,CapEx
Midway-Sunset,1978,m_opex_imputed,1.31601094166667,OpEx
Midway-Sunset,1978,m_capex_imputed,4.529390425,CapEx
Midway-Sunset,1979,m_opex_imputed,1.79367169166667,OpEx
Midway-Sunset,1979,m_capex_imputed,4.639974025,CapEx
Midway-Sunset,1980,m_opex_imputed,2.62224019166667,OpEx
Midway-Sunset,1980,m_capex_imputed,4.85933770833333,CapEx
Midway-Sunset,1981,m_opex_imputed,4.04336910833333,OpEx
Midway-Sunset,1981,m_capex_imputed,5.36076888333333,CapEx
Midway-Sunset,1982,m_opex_imputed,6.338445275,OpEx
Midway-Sunset,1982,m_capex_imputed,5.7525081,CapEx
Midway-Sunset,1983,m_opex_imputed,3.733765875,OpEx
Midway-Sunset,1983,m_capex_imputed,5.19293298333333,CapEx
Midway-Sunset,1984,m_opex_imputed,3.73094086666667,OpEx
Midway-Sunset,1984,m_capex_imputed,5.151071025,CapEx
Midway-Sunset,1985,m_opex_imputed,5.486938025,OpEx
Midway-Sunset,1985,m_capex_imputed,5.231502375,CapEx
Midway-Sunset,1986,m_opex_imputed,3.65196579166667,OpEx
Midway-Sunset,1986,m_capex_imputed,5.632451,CapEx
Midway-Sunset,1987,m_opex_imputed,3.797954375,OpEx
Midway-Sunset,1987,m_capex_imputed,5.24122939166667,CapEx
Midway-Sunset,1988,m_opex_imputed,3.815065125,OpEx
Midway-Sunset,1988,m_capex_imputed,5.23346591666667,CapEx
Midway-Sunset,1989,m_opex_imputed,4.18676479166667,OpEx
Midway-Sunset,1989,m_capex_imputed,5.19952654166667,CapEx
Midway-Sunset,1990,m_opex_imputed,4.884064875,OpEx
Midway-Sunset,1990,m_capex_imputed,5.29928148333333,CapEx
Midway-Sunset,1991,m_opex_imputed,5.31571820833333,OpEx
Midway-Sunset,1991,m_capex_imputed,5.27530190833333,CapEx
Midway-Sunset,1992,m_opex_imputed,4.38398629166667,OpEx
Midway-Sunset,1992,m_capex_imputed,5.342949625,CapEx
Midway-Sunset,1993,m_opex_imputed,4.155731625,OpEx
Midway-Sunset,1993,m_capex_imputed,5.08223551666667,CapEx
Midway-Sunset,1994,m_opex_imputed,4.120068625,OpEx
Midway-Sunset,1994,m_capex_imputed,5.1103435,CapEx
Midway-Sunset,1995,m_opex_imputed,4.14724495833333,OpEx
Midway-Sunset,1995,m_capex_imputed,5.17580526666667,CapEx
Midway-Sunset,1996,m_opex_imputed,4.45942179166667,OpEx
Midway-Sunset,1996,m_capex_imputed,5.28544271666667,CapEx
Midway-Sunset,1997,m_opex_imputed,4.456611875,OpEx
Midway-Sunset,1997,m_capex_imputed,5.43381776666667,CapEx
Midway-Sunset,1998,m_opex_imputed,4.20803995833333,OpEx
Midway-Sunset,1998,m_capex_imputed,5.485953475,CapEx
Midway-Sunset,1999,m_opex_imputed,4.816519875,OpEx
Midway-Sunset,1999,m_capex_imputed,5.399741375,CapEx
Midway-Sunset,2000,m_opex_imputed,5.38407195833333,OpEx
Midway-Sunset,2000,m_capex_imputed,5.529682875,CapEx
Midway-Sunset,2001,m_opex_imputed,6.017062625,OpEx
Midway-Sunset,2001,m_capex_imputed,5.99292175,CapEx
Midway-Sunset,2002,m_opex_imputed,6.38074720833333,OpEx
Midway-Sunset,2002,m_capex_imputed,6.26522974166667,CapEx
Midway-Sunset,2003,m_opex_imputed,8.33436670833333,OpEx
Midway-Sunset,2003,m_capex_imputed,6.30560558333333,CapEx
Midway-Sunset,2004,m_opex_imputed,8.48444679166667,OpEx
Midway-Sunset,2004,m_capex_imputed,6.74619549166667,CapEx
Midway-Sunset,2005,m_opex_imputed,9.84879920833333,OpEx
Midway-Sunset,2005,m_capex_imputed,7.81977716666667,CapEx
Midway-Sunset,2006,m_opex_imputed,12.138907875,OpEx
Midway-Sunset,2006,m_capex_imputed,7.80793775,CapEx
Midway-Sunset,2007,m_opex_imputed,14.480099,OpEx
Midway-Sunset,2007,m_capex_imputed,8.01777016666667,CapEx
Midway-Sunset,2008,m_opex_imputed,16.9725623333333,OpEx
Midway-Sunset,2008,m_capex_imputed,8.34912083333333,CapEx
Midway-Sunset,2009,m_opex_imputed,16.9573836666667,OpEx
Midway-Sunset,2009,m_capex_imputed,6.80680566666667,CapEx
Midway-Sunset,2010,m_opex_imputed,18.0522371666667,OpEx
Midway-Sunset,2010,m_capex_imputed,7.18184166666667,CapEx
Midway-Sunset,2011,m_opex_imputed,20.5207283333333,OpEx
Midway-Sunset,2011,m_capex_imputed,7.714435475,CapEx
Midway-Sunset,2012,m_opex_imputed,20.9105725,OpEx
Midway-Sunset,2012,m_capex_imputed,9.12778791666667,CapEx
Midway-Sunset,2013,m_opex_imputed,21.6341375,OpEx
Midway-Sunset,2013,m_capex_imputed,10.1406021666667,CapEx
Midway-Sunset,2014,m_opex_imputed,21.3191216666667,OpEx
Midway-Sunset,2014,m_capex_imputed,9.608977,CapEx
Midway-Sunset,2015,m_opex_imputed,17.6036213333333,OpEx
Midway-Sunset,2015,m_capex_imputed,8.3989305,CapEx
Midway-Sunset,2016,m_opex_imputed,16.32880625,OpEx
Midway-Sunset,2016,m_capex_imputed,7.95372991666667,CapEx
Midway-Sunset,2017,m_opex_imputed,16.7649013333333,OpEx
Midway-Sunset,2017,m_capex_imputed,8.80844583333333,CapEx
Midway-Sunset,2018,m_opex_imputed,18.2575515833333,OpEx
Midway-Sunset,2018,m_capex_imputed,9.78536308333333,CapEx
Midway-Sunset,2019,m_opex_imputed,17.6628648333333,OpEx
Midway-Sunset,2019,m_capex_imputed,10.1790749166667,CapEx
Non-top field,1977,m_opex_imputed,,OpEx
Non-top field,1977,m_capex_imputed,,CapEx
Non-top field,1978,m_opex_imputed,1.75641836921937,OpEx
Non-top field,1978,m_capex_imputed,3.50047193670949,CapEx
Non-top field,1979,m_opex_imputed,2.54214993674242,OpEx
Non-top field,1979,m_capex_imputed,3.66768177905138,CapEx
Non-top field,1980,m_opex_imputed,3.76703411592556,OpEx
Non-top field,1980,m_capex_imputed,3.97011258781291,CapEx
Non-top field,1981,m_opex_imputed,5.90586632738801,OpEx
Non-top field,1981,m_capex_imputed,4.80432542440711,CapEx
Non-top field,1982,m_opex_imputed,8.52832611263175,OpEx
Non-top field,1982,m_capex_imputed,5.36365168376153,CapEx
Non-top field,1983,m_opex_imputed,5.18072596222003,OpEx
Non-top field,1983,m_capex_imputed,4.44395479888011,CapEx
Non-top field,1984,m_opex_imputed,5.13566121656785,OpEx
Non-top field,1984,m_capex_imputed,4.32225254897892,CapEx
Non-top field,1985,m_opex_imputed,6.37179112840909,OpEx
Non-top field,1985,m_capex_imputed,4.08539034321476,CapEx
Non-top field,1986,m_opex_imputed,4.30975085051054,OpEx
Non-top field,1986,m_capex_imputed,4.03177740223979,CapEx
Non-top field,1987,m_opex_imputed,4.36949349214427,OpEx
Non-top field,1987,m_capex_imputed,3.96207673904809,CapEx
Non-top field,1988,m_opex_imputed,4.35656686862648,OpEx
Non-top field,1988,m_capex_imputed,4.14185442183794,CapEx
Non-top field,1989,m_opex_imputed,4.93812332198617,OpEx
Non-top field,1989,m_capex_imputed,4.13945556442688,CapEx
Non-top field,1990,m_opex_imputed,5.91869514346179,OpEx
Non-top field,1990,m_capex_imputed,4.22334528975626,CapEx
Non-top field,1991,m_opex_imputed,5.45965242392951,OpEx
Non-top field,1991,m_capex_imputed,4.19269007088274,CapEx
Non-top field,1992,m_opex_imputed,5.8908219259058,OpEx
Non-top field,1992,m_capex_imputed,4.4006700488307,CapEx
Non-top field,1993,m_opex_imputed,5.97273308614954,OpEx
Non-top field,1993,m_capex_imputed,4.09141358766469,CapEx
Non-top field,1994,m_opex_imputed,6.1783161381917,OpEx
Non-top field,1994,m_capex_imputed,4.10805746488801,CapEx
Non-top field,1995,m_opex_imputed,6.42154363242754,OpEx
Non-top field,1995,m_capex_imputed,4.18168774624506,CapEx
Non-top field,1996,m_opex_imputed,6.86047462666337,OpEx
Non-top field,1996,m_capex_imputed,4.25556755411726,CapEx
Non-top field,1997,m_opex_imputed,7.08115106210474,OpEx
Non-top field,1997,m_capex_imputed,4.36995145279974,CapEx
Non-top field,1998,m_opex_imputed,7.13784259504282,OpEx
Non-top field,1998,m_capex_imputed,4.40540359611331,CapEx
Non-top field,1999,m_opex_imputed,7.72816087501647,OpEx
Non-top field,1999,m_capex_imputed,4.33422663092885,CapEx
Non-top field,2000,m_opex_imputed,8.27996663423913,OpEx
Non-top field,2000,m_capex_imputed,4.49399822737154,CapEx
Non-top field,2001,m_opex_imputed,8.91316165275033,OpEx
Non-top field,2001,m_capex_imputed,4.89083661693017,CapEx
Non-top field,2002,m_opex_imputed,9.41919836190711,OpEx
Non-top field,2002,m_capex_imputed,5.14526414018445,CapEx
Non-top field,2003,m_opex_imputed,10.3588690130929,OpEx
Non-top field,2003,m_capex_imputed,5.04995212068511,CapEx
Non-top field,2004,m_opex_imputed,11.2112666524209,OpEx
Non-top field,2004,m_capex_imputed,5.43881929347826,CapEx
Non-top field,2005,m_opex_imputed,12.3398507350955,OpEx
Non-top field,2005,m_capex_imputed,6.29692251758893,CapEx
Non-top field,2006,m_opex_imputed,13.8739104763669,OpEx
Non-top field,2006,m_capex_imputed,7.28365403125824,CapEx
Non-top field,2007,m_opex_imputed,15.903935483531,OpEx
Non-top field,2007,m_capex_imputed,7.53562500974967,CapEx
Non-top field,2008,m_opex_imputed,18.3359127249671,OpEx
Non-top field,2008,m_capex_imputed,7.57962173320158,CapEx
Non-top field,2009,m_opex_imputed,19.4507770154809,OpEx
Non-top field,2009,m_capex_imputed,5.722096089361,CapEx
Non-top field,2010,m_opex_imputed,20.3172133705534,OpEx
Non-top field,2010,m_capex_imputed,6.49759958507905,CapEx
Non-top field,2011,m_opex_imputed,21.7216051969697,OpEx
Non-top field,2011,m_capex_imputed,6.62033270121871,CapEx
Non-top field,2012,m_opex_imputed,22.2491827743742,OpEx
Non-top field,2012,m_capex_imputed,7.71087970843215,CapEx
Non-top field,2013,m_opex_imputed,23.020713863307,OpEx
Non-top field,2013,m_capex_imputed,7.955962231917,CapEx
Non-top field,2014,m_opex_imputed,22.0310814166667,OpEx
Non-top field,2014,m_capex_imputed,7.71889166189065,CapEx
Non-top field,2015,m_opex_imputed,18.6665543738472,OpEx
Non-top field,2015,m_capex_imputed,6.11607493606719,CapEx
Non-top field,2016,m_opex_imputed,16.9185997651515,OpEx
Non-top field,2016,m_capex_imputed,6.47054873988801,CapEx
Non-top field,2017,m_opex_imputed,16.9544663861989,OpEx
Non-top field,2017,m_capex_imputed,7.4829765013834,CapEx
Non-top field,2018,m_opex_imputed,18.7761487096509,OpEx
Non-top field,2018,m_capex_imputed,8.32698540055995,CapEx
Non-top field,2019,m_opex_imputed,18.0469354550395,OpEx
Non-top field,2019,m_capex_imputed,8.23776888913043,CapEx
Poso Creek,1977,m_opex_imputed,,OpEx
Poso Creek,1977,m_capex_imputed,,CapEx
Poso Creek,1978,m_opex_imputed,1.264942575,OpEx
Poso Creek,1978,m_capex_imputed,6.7047636,CapEx
Poso Creek,1979,m_opex_imputed,1.557885075,OpEx
Poso Creek,1979,m_capex_imputed,6.787499575,CapEx
Poso Creek,1980,m_opex_imputed,2.212726575,OpEx
Poso Creek,1980,m_capex_imputed,6.94246825,CapEx
Poso Creek,1981,m_opex_imputed,3.388362075,OpEx
Poso Creek,1981,m_capex_imputed,7.19237975,CapEx
Poso Creek,1982,m_opex_imputed,5.351172075,OpEx
Poso Creek,1982,m_capex_imputed,7.42269675,CapEx
Poso Creek,1983,m_opex_imputed,3.138429575,OpEx
Poso Creek,1983,m_capex_imputed,7.1629115,CapEx
Poso Creek,1984,m_opex_imputed,3.083717075,OpEx
Poso Creek,1984,m_capex_imputed,7.168879,CapEx
Poso Creek,1985,m_opex_imputed,3.086282075,OpEx
Poso Creek,1985,m_capex_imputed,7.2553385,CapEx
Poso Creek,1986,m_opex_imputed,2.407983125,OpEx
Poso Creek,1986,m_capex_imputed,7.16011075,CapEx
Poso Creek,1987,m_opex_imputed,2.613074125,OpEx
Poso Creek,1987,m_capex_imputed,7.1341,CapEx
Poso Creek,1988,m_opex_imputed,2.782570375,OpEx
Poso Creek,1988,m_capex_imputed,7.2537885,CapEx
Poso Creek,1989,m_opex_imputed,3.081605125,OpEx
Poso Creek,1989,m_capex_imputed,7.28119375,CapEx
Poso Creek,1990,m_opex_imputed,3.549655125,OpEx
Poso Creek,1990,m_capex_imputed,7.33131975,CapEx
Poso Creek,1991,m_opex_imputed,5.722783625,OpEx
Poso Creek,1991,m_capex_imputed,7.35335875,CapEx
Poso Creek,1992,m_opex_imputed,4.013074625,OpEx
Poso Creek,1992,m_capex_imputed,7.35914325,CapEx
Poso Creek,1993,m_opex_imputed,3.667574625,OpEx
Poso Creek,1993,m_capex_imputed,7.394667,CapEx
Poso Creek,1994,m_opex_imputed,3.550945875,OpEx
Poso Creek,1994,m_capex_imputed,7.4336915,CapEx
Poso Creek,1995,m_opex_imputed,3.483569875,OpEx
Poso Creek,1995,m_capex_imputed,7.51714175,CapEx
Poso Creek,1996,m_opex_imputed,3.672744875,OpEx
Poso Creek,1996,m_capex_imputed,7.60528975,CapEx
Poso Creek,1997,m_opex_imputed,3.620498875,OpEx
Poso Creek,1997,m_capex_imputed,7.736507,CapEx
Poso Creek,1998,m_opex_imputed,3.375767875,OpEx
Poso Creek,1998,m_capex_imputed,7.79135775,CapEx
Poso Creek,1999,m_opex_imputed,4.091837125,OpEx
Poso Creek,1999,m_capex_imputed,7.74226875,CapEx
Poso Creek,2000,m_opex_imputed,4.718546375,OpEx
Poso Creek,2000,m_capex_imputed,7.8870135,CapEx
Poso Creek,2001,m_opex_imputed,5.510598375,OpEx
Poso Creek,2001,m_capex_imputed,8.22818475,CapEx
Poso Creek,2002,m_opex_imputed,5.819306625,OpEx
Poso Creek,2002,m_capex_imputed,8.49172725,CapEx
Poso Creek,2003,m_opex_imputed,9.667676875,OpEx
Poso Creek,2003,m_capex_imputed,8.4600305,CapEx
Poso Creek,2004,m_opex_imputed,8.146269625,OpEx
Poso Creek,2004,m_capex_imputed,8.8208455,CapEx
Poso Creek,2005,m_opex_imputed,9.374007875,OpEx
Poso Creek,2005,m_capex_imputed,9.53338225,CapEx
Poso Creek,2006,m_opex_imputed,12.369662875,OpEx
Poso Creek,2006,m_capex_imputed,10.47645825,CapEx
Poso Creek,2007,m_opex_imputed,14.82439725,OpEx
Poso Creek,2007,m_capex_imputed,10.67408,CapEx
Poso Creek,2008,m_opex_imputed,15.659844,OpEx
Poso Creek,2008,m_capex_imputed,11.204764,CapEx
Poso Creek,2009,m_opex_imputed,19.2342425,OpEx
Poso Creek,2009,m_capex_imputed,9.76513375,CapEx
Poso Creek,2010,m_opex_imputed,20.309265,OpEx
Poso Creek,2010,m_capex_imputed,10.13880575,CapEx
Poso Creek,2011,m_opex_imputed,22.059845,OpEx
Poso Creek,2011,m_capex_imputed,9.4344745,CapEx
Poso Creek,2012,m_opex_imputed,22.6064525,OpEx
Poso Creek,2012,m_capex_imputed,10.32293825,CapEx
Poso Creek,2013,m_opex_imputed,23.5207,OpEx
Poso Creek,2013,m_capex_imputed,10.56261425,CapEx
Poso Creek,2014,m_opex_imputed,23.5486925,OpEx
Poso Creek,2014,m_capex_imputed,10.47252775,CapEx
Poso Creek,2015,m_opex_imputed,19.64206,OpEx
Poso Creek,2015,m_capex_imputed,10.8711245,CapEx
Poso Creek,2016,m_opex_imputed,18.3861525,OpEx
Poso Creek,2016,m_capex_imputed,10.90313375,CapEx
Poso Creek,2017,m_opex_imputed,18.9673325,OpEx
Poso Creek,2017,m_capex_imputed,10.643553,CapEx
Poso Creek,2018,m_opex_imputed,20.24927,OpEx
Poso Creek,2018,m_capex_imputed,11.01304475,CapEx
Poso Creek,2019,m_opex_imputed,19.426175,OpEx
Poso Creek,2019,m_capex_imputed,11.245319,CapEx
San Ardo,1977,m_opex_imputed,,OpEx
San Ardo,1977,m_capex_imputed,,CapEx
San Ardo,1978,m_opex_imputed,1.74536825,OpEx
San Ardo,1978,m_capex_imputed,7.3210387,CapEx
San Ardo,1979,m_opex_imputed,2.34181825,OpEx
San Ardo,1979,m_capex_imputed,7.43355745,CapEx
San Ardo,1980,m_opex_imputed,3.78148225,OpEx
San Ardo,1980,m_capex_imputed,7.6974335,CapEx
San Ardo,1981,m_opex_imputed,6.40202575,OpEx
San Ardo,1981,m_capex_imputed,8.156746,CapEx
San Ardo,1982,m_opex_imputed,10.78401575,OpEx
San Ardo,1982,m_capex_imputed,8.586071,CapEx
San Ardo,1983,m_opex_imputed,5.89743075,OpEx
San Ardo,1983,m_capex_imputed,8.0144785,CapEx
San Ardo,1984,m_opex_imputed,5.78985575,OpEx
San Ardo,1984,m_capex_imputed,7.9817695,CapEx
San Ardo,1985,m_opex_imputed,5.80165575,OpEx
San Ardo,1985,m_capex_imputed,8.1128685,CapEx
San Ardo,1986,m_opex_imputed,3.97558925,OpEx
San Ardo,1986,m_capex_imputed,7.874824,CapEx
San Ardo,1987,m_opex_imputed,4.11319675,OpEx
San Ardo,1987,m_capex_imputed,7.813044,CapEx
San Ardo,1988,m_opex_imputed,4.15677575,OpEx
San Ardo,1988,m_capex_imputed,8.079817,CapEx
San Ardo,1989,m_opex_imputed,4.50313125,OpEx
San Ardo,1989,m_capex_imputed,8.150468,CapEx
San Ardo,1990,m_opex_imputed,5.15990575,OpEx
San Ardo,1990,m_capex_imputed,8.228748,CapEx
San Ardo,1991,m_opex_imputed,5.00235575,OpEx
San Ardo,1991,m_capex_imputed,8.2333,CapEx
San Ardo,1992,m_opex_imputed,4.27471275,OpEx
San Ardo,1992,m_capex_imputed,8.1671935,CapEx
San Ardo,1993,m_opex_imputed,4.05295725,OpEx
San Ardo,1993,m_capex_imputed,8.2095885,CapEx
San Ardo,1994,m_opex_imputed,4.02403175,OpEx
San Ardo,1994,m_capex_imputed,8.26693,CapEx
San Ardo,1995,m_opex_imputed,4.22501225,OpEx
San Ardo,1995,m_capex_imputed,8.64774,CapEx
San Ardo,1996,m_opex_imputed,4.34702875,OpEx
San Ardo,1996,m_capex_imputed,8.7702205,CapEx
San Ardo,1997,m_opex_imputed,4.14979375,OpEx
San Ardo,1997,m_capex_imputed,8.973443,CapEx
San Ardo,1998,m_opex_imputed,3.83720375,OpEx
San Ardo,1998,m_capex_imputed,8.9914935,CapEx
San Ardo,1999,m_opex_imputed,4.17280675,OpEx
San Ardo,1999,m_capex_imputed,8.723878,CapEx
San Ardo,2000,m_opex_imputed,4.37265775,OpEx
San Ardo,2000,m_capex_imputed,9.060836,CapEx
San Ardo,2001,m_opex_imputed,4.87918475,OpEx
San Ardo,2001,m_capex_imputed,9.9105045,CapEx
San Ardo,2002,m_opex_imputed,5.07673025,OpEx
San Ardo,2002,m_capex_imputed,10.2322755,CapEx
San Ardo,2003,m_opex_imputed,5.89636575,OpEx
San Ardo,2003,m_capex_imputed,10.0533025,CapEx
San Ardo,2004,m_opex_imputed,6.69434075,OpEx
San Ardo,2004,m_capex_imputed,10.918596,CapEx
San Ardo,2005,m_opex_imputed,7.84042575,OpEx
San Ardo,2005,m_capex_imputed,12.502292,CapEx
San Ardo,2006,m_opex_imputed,9.68622075,OpEx
San Ardo,2006,m_capex_imputed,13.061675,CapEx
San Ardo,2007,m_opex_imputed,12.7671995,OpEx
San Ardo,2007,m_capex_imputed,13.621065,CapEx
San Ardo,2008,m_opex_imputed,15.486178,OpEx
San Ardo,2008,m_capex_imputed,14.180445,CapEx
San Ardo,2009,m_opex_imputed,19.805225,OpEx
San Ardo,2009,m_capex_imputed,14.73983,CapEx
San Ardo,2010,m_opex_imputed,20.55267,OpEx
San Ardo,2010,m_capex_imputed,15.299215,CapEx
San Ardo,2011,m_opex_imputed,21.911445,OpEx
San Ardo,2011,m_capex_imputed,13.50136,CapEx
San Ardo,2012,m_opex_imputed,22.433245,OpEx
San Ardo,2012,m_capex_imputed,14.72318,CapEx
San Ardo,2013,m_opex_imputed,23.356765,OpEx
San Ardo,2013,m_capex_imputed,13.569765,CapEx
San Ardo,2014,m_opex_imputed,23.15268,OpEx
San Ardo,2014,m_capex_imputed,12.224427,CapEx
San Ardo,2015,m_opex_imputed,19.166085,OpEx
San Ardo,2015,m_capex_imputed,10.8216815,CapEx
San Ardo,2016,m_opex_imputed,17.58581,OpEx
San Ardo,2016,m_capex_imputed,10.2995095,CapEx
San Ardo,2017,m_opex_imputed,18.43523,OpEx
San Ardo,2017,m_capex_imputed,13.2638,CapEx
San Ardo,2018,m_opex_imputed,19.75691,OpEx
San Ardo,2018,m_capex_imputed,14.069505,CapEx
San Ardo,2019,m_opex_imputed,18.754115,OpEx
San Ardo,2019,m_capex_imputed,14.67093,CapEx
Wilmington,1977,m_opex_imputed,,OpEx
Wilmington,1977,m_capex_imputed,,CapEx
Wilmington,1978,m_opex_imputed,1.51064214,OpEx
Wilmington,1978,m_capex_imputed,2.8541569,CapEx
Wilmington,1979,m_opex_imputed,2.00088514,OpEx
Wilmington,1979,m_capex_imputed,2.89084328,CapEx
Wilmington,1980,m_opex_imputed,3.10300714,OpEx
Wilmington,1980,m_capex_imputed,2.93892808,CapEx
Wilmington,1981,m_opex_imputed,4.99227034,OpEx
Wilmington,1981,m_capex_imputed,3.00355484,CapEx
Wilmington,1982,m_opex_imputed,8.14635344,OpEx
Wilmington,1982,m_capex_imputed,3.0606706,CapEx
Wilmington,1983,m_opex_imputed,4.56918244,OpEx
Wilmington,1983,m_capex_imputed,3.02399824,CapEx
Wilmington,1984,m_opex_imputed,4.6458633,OpEx
Wilmington,1984,m_capex_imputed,3.03999182,CapEx
Wilmington,1985,m_opex_imputed,7.0053341,OpEx
Wilmington,1985,m_capex_imputed,2.58742222,CapEx
Wilmington,1986,m_opex_imputed,4.6669093,OpEx
Wilmington,1986,m_capex_imputed,4.37330016,CapEx
Wilmington,1987,m_opex_imputed,4.7489735,OpEx
Wilmington,1987,m_capex_imputed,5.47358444,CapEx
Wilmington,1988,m_opex_imputed,4.6934849,OpEx
Wilmington,1988,m_capex_imputed,5.2871678,CapEx
Wilmington,1989,m_opex_imputed,5.1785806,OpEx
Wilmington,1989,m_capex_imputed,4.20304436,CapEx
Wilmington,1990,m_opex_imputed,7.2129284,OpEx
Wilmington,1990,m_capex_imputed,3.8347619,CapEx
Wilmington,1991,m_opex_imputed,6.5533476,OpEx
Wilmington,1991,m_capex_imputed,3.56181106,CapEx
Wilmington,1992,m_opex_imputed,5.4520742,OpEx
Wilmington,1992,m_capex_imputed,3.35792894,CapEx
Wilmington,1993,m_opex_imputed,5.0479158,OpEx
Wilmington,1993,m_capex_imputed,3.18935322,CapEx
Wilmington,1994,m_opex_imputed,4.9023974,OpEx
Wilmington,1994,m_capex_imputed,3.00651706,CapEx
Wilmington,1995,m_opex_imputed,4.8568606,OpEx
Wilmington,1995,m_capex_imputed,2.90992216,CapEx
Wilmington,1996,m_opex_imputed,5.2331592,OpEx
Wilmington,1996,m_capex_imputed,2.88950454,CapEx
Wilmington,1997,m_opex_imputed,5.1011168,OpEx
Wilmington,1997,m_capex_imputed,2.9022328,CapEx
Wilmington,1998,m_opex_imputed,4.5962306,OpEx
Wilmington,1998,m_capex_imputed,2.80862568,CapEx
Wilmington,1999,m_opex_imputed,5.1803088,OpEx
Wilmington,1999,m_capex_imputed,2.73416132,CapEx
Wilmington,2000,m_opex_imputed,5.7297574,OpEx
Wilmington,2000,m_capex_imputed,2.92452048,CapEx
Wilmington,2001,m_opex_imputed,6.3172156,OpEx
Wilmington,2001,m_capex_imputed,3.40803148,CapEx
Wilmington,2002,m_opex_imputed,6.6399694,OpEx
Wilmington,2002,m_capex_imputed,3.67316706,CapEx
Wilmington,2003,m_opex_imputed,7.8032954,OpEx
Wilmington,2003,m_capex_imputed,3.39189452,CapEx
Wilmington,2004,m_opex_imputed,8.9723788,OpEx
Wilmington,2004,m_capex_imputed,3.8631779,CapEx
Wilmington,2005,m_opex_imputed,10.9502508,OpEx
Wilmington,2005,m_capex_imputed,5.24541872,CapEx
Wilmington,2006,m_opex_imputed,13.5564162,OpEx
Wilmington,2006,m_capex_imputed,5.23574428,CapEx
Wilmington,2007,m_opex_imputed,16.6790322,OpEx
Wilmington,2007,m_capex_imputed,5.2387658,CapEx
Wilmington,2008,m_opex_imputed,22.197474,OpEx
Wilmington,2008,m_capex_imputed,5.9263156,CapEx
Wilmington,2009,m_opex_imputed,18.2920226,OpEx
Wilmington,2009,m_capex_imputed,6.38630764,CapEx
Wilmington,2010,m_opex_imputed,19.460968,OpEx
Wilmington,2010,m_capex_imputed,7.8952574,CapEx
Wilmington,2011,m_opex_imputed,21.61602,OpEx
Wilmington,2011,m_capex_imputed,9.5692128,CapEx
Wilmington,2012,m_opex_imputed,21.999386,OpEx
Wilmington,2012,m_capex_imputed,8.8583728,CapEx
Wilmington,2013,m_opex_imputed,22.723424,OpEx
Wilmington,2013,m_capex_imputed,8.9178086,CapEx
Wilmington,2014,m_opex_imputed,22.553766,OpEx
Wilmington,2014,m_capex_imputed,8.5551906,CapEx
